Time(s),Node 1,Node 2,Node 3,Node 49,Node 50 (Center),Node 51,Node 98 (Third Last),Node 99 (Second Last),Node 100 (Last)
50.0,991.25,999.88,1000.0,1000.0,1000.0,1000.0,1000.0,999.88,991.25
100.0,983.03,999.53,999.99,1000.0,1000.0,1000.0,999.99,999.53,983.03
150.0,975.31,999.0,999.97,1000.0,1000.0,1000.0,999.97,999.0,975.31
200.0,968.04,998.29,999.94,1000.0,1000.0,1000.0,999.94,998.29,968.04
250.0,961.19,997.43,999.88,1000.0,1000.0,1000.0,999.88,997.43,961.19
300.0,954.71,996.44,999.81,1000.0,1000.0,1000.0,999.81,996.44,954.71
350.0,948.58,995.33,999.71,1000.0,1000.0,1000.0,999.71,995.33,948.58
400.0,942.77,994.12,999.58,1000.0,1000.0,1000.0,999.58,994.12,942.77
450.0,937.26,992.82,999.43,1000.0,1000.0,1000.0,999.43,992.82,937.26
500.0,932.01,991.45,999.24,1000.0,1000.0,1000.0,999.24,991.45,932.01
550.0,927.02,990.01,999.03,1000.0,1000.0,1000.0,999.03,990.01,927.02
600.0,922.26,988.51,998.79,1000.0,1000.0,1000.0,998.79,988.51,922.26
650.0,917.71,986.97,998.53,1000.0,1000.0,1000.0,998.53,986.97,917.71
700.0,913.36,985.38,998.23,1000.0,1000.0,1000.0,998.23,985.38,913.36
750.0,909.19,983.76,997.91,1000.0,1000.0,1000.0,997.91,983.76,909.19
800.0,905.19,982.11,997.55,1000.0,1000.0,1000.0,997.55,982.11,905.19
850.0,901.35,980.44,997.17,1000.0,1000.0,1000.0,997.17,980.44,901.35
900.0,897.66,978.75,996.77,1000.0,1000.0,1000.0,996.77,978.75,897.66
950.0,894.1,977.04,996.34,1000.0,1000.0,1000.0,996.34,977.04,894.1
1000.0,890.67,975.32,995.88,1000.0,1000.0,1000.0,995.88,975.32,890.67
1050.0,887.36,973.6,995.4,1000.0,1000.0,1000.0,995.4,973.6,887.36
1100.0,884.16,971.87,994.9,1000.0,1000.0,1000.0,994.9,971.87,884.16
1150.0,881.06,970.13,994.38,1000.0,1000.0,1000.0,994.38,970.13,881.06
1200.0,878.06,968.4,993.83,1000.0,1000.0,1000.0,993.83,968.4,878.06
1250.0,875.15,966.67,993.27,1000.0,1000.0,1000.0,993.27,966.67,875.15
1300.0,872.33,964.93,992.68,1000.0,1000.0,1000.0,992.68,964.93,872.33
1350.0,869.59,963.21,992.08,1000.0,1000.0,1000.0,992.08,963.21,869.59
1400.0,868.26,961.5,991.46,1000.0,1000.0,1000.0,991.46,961.5,868.26
1450.0,867.76,959.85,990.83,1000.0,1000.0,1000.0,990.83,959.85,867.76
1500.0,867.24,958.25,990.18,1000.0,1000.0,1000.0,990.18,958.25,867.24
1550.0,866.72,956.71,989.52,1000.0,1000.0,1000.0,989.52,956.71,866.72
1600.0,866.18,955.22,988.85,1000.0,1000.0,1000.0,988.85,955.22,866.18
1650.0,865.64,953.78,988.17,1000.0,1000.0,1000.0,988.17,953.78,865.64
1700.0,865.09,952.38,987.48,1000.0,1000.0,1000.0,987.48,952.38,865.09
1750.0,864.53,951.02,986.79,1000.0,1000.0,1000.0,986.79,951.02,864.53
1800.0,863.97,949.7,986.1,1000.0,1000.0,1000.0,986.1,949.7,863.97
1850.0,863.4,948.42,985.4,1000.0,1000.0,1000.0,985.4,948.42,863.4
1900.0,862.82,947.17,984.7,1000.0,1000.0,1000.0,984.7,947.17,862.82
1950.0,862.24,945.96,983.99,1000.0,1000.0,1000.0,983.99,945.96,862.24
2000.0,861.65,944.77,983.29,1000.0,1000.0,1000.0,983.29,944.77,861.65
2050.0,861.06,943.62,982.59,1000.0,1000.0,1000.0,982.59,943.62,861.06
2100.0,860.46,942.49,981.88,1000.0,1000.0,1000.0,981.88,942.49,860.46
2150.0,859.86,941.38,981.18,1000.0,1000.0,1000.0,981.18,941.38,859.86
2200.0,859.26,940.3,980.48,1000.0,1000.0,1000.0,980.48,940.3,859.26
2250.0,858.65,939.24,979.78,1000.0,1000.0,1000.0,979.78,939.24,858.65
2300.0,858.04,938.21,979.08,1000.0,1000.0,1000.0,979.08,938.21,858.04
2350.0,857.42,937.19,978.39,1000.0,1000.0,1000.0,978.39,937.19,857.42
2400.0,856.81,936.19,977.7,1000.0,1000.0,1000.0,977.7,936.19,856.81
2450.0,856.18,935.22,977.01,1000.0,1000.0,1000.0,977.01,935.22,856.18
2500.0,855.56,934.25,976.32,1000.0,1000.0,1000.0,976.32,934.25,855.56
2550.0,854.94,933.31,975.63,1000.0,1000.0,1000.0,975.63,933.31,854.94
2600.0,854.31,932.38,974.95,1000.0,1000.0,1000.0,974.95,932.38,854.31
2650.0,853.68,931.47,974.28,1000.0,1000.0,1000.0,974.28,931.47,853.68
2700.0,853.05,930.56,973.6,1000.0,1000.0,1000.0,973.6,930.56,853.05
2750.0,852.42,929.68,972.93,1000.0,1000.0,1000.0,972.93,929.68,852.42
2800.0,851.78,928.8,972.27,1000.0,1000.0,1000.0,972.27,928.8,851.78
2850.0,851.15,927.94,971.6,1000.0,1000.0,1000.0,971.6,927.94,851.15
2900.0,850.51,927.09,970.94,1000.0,1000.0,1000.0,970.94,927.09,850.51
2950.0,849.88,926.25,970.29,1000.0,1000.0,1000.0,970.29,926.25,849.88
3000.0,849.24,925.42,969.64,1000.0,1000.0,1000.0,969.64,925.42,849.24
3050.0,848.6,924.6,968.99,1000.0,1000.0,1000.0,968.99,924.6,848.6
3100.0,847.96,923.79,968.34,1000.0,1000.0,1000.0,968.34,923.79,847.96
3150.0,847.32,922.98,967.7,1000.0,1000.0,1000.0,967.7,922.98,847.32
3200.0,846.68,922.19,967.07,1000.0,1000.0,1000.0,967.07,922.19,846.68
3250.0,846.04,921.41,966.43,1000.0,1000.0,1000.0,966.43,921.41,846.04
3300.0,845.4,920.63,965.8,1000.0,1000.0,1000.0,965.8,920.63,845.4
3350.0,844.75,919.86,965.18,1000.0,1000.0,1000.0,965.18,919.86,844.75
3400.0,844.11,919.1,964.55,1000.0,1000.0,1000.0,964.55,919.1,844.11
3450.0,843.47,918.34,963.94,1000.0,1000.0,1000.0,963.94,918.34,843.47
3500.0,842.83,917.6,963.32,1000.0,1000.0,1000.0,963.32,917.6,842.83
3550.0,842.19,916.85,962.71,1000.0,1000.0,1000.0,962.71,916.85,842.19
3600.0,841.55,916.12,962.1,1000.0,1000.0,1000.0,962.1,916.12,841.55
3650.0,840.9,915.39,961.49,1000.0,1000.0,1000.0,961.49,915.39,840.9
3700.0,840.26,914.67,960.89,1000.0,1000.0,1000.0,960.89,914.67,840.26
3750.0,839.62,913.95,960.29,1000.0,1000.0,1000.0,960.29,913.95,839.62
3800.0,838.98,913.24,959.7,1000.0,1000.0,1000.0,959.7,913.24,838.98
3850.0,838.34,912.53,959.1,1000.0,1000.0,1000.0,959.1,912.53,838.34
3900.0,837.7,911.83,958.51,1000.0,1000.0,1000.0,958.51,911.83,837.7
3950.0,837.06,911.13,957.93,1000.0,1000.0,1000.0,957.93,911.13,837.06
4000.0,836.42,910.43,957.34,1000.0,1000.0,1000.0,957.34,910.43,836.42
4050.0,835.78,909.75,956.76,1000.0,1000.0,1000.0,956.76,909.75,835.78
4100.0,835.15,909.06,956.18,1000.0,1000.0,1000.0,956.18,909.06,835.15
4150.0,834.51,908.38,955.61,1000.0,1000.0,1000.0,955.61,908.38,834.51
4200.0,833.87,907.71,955.04,1000.0,1000.0,1000.0,955.04,907.71,833.87
4250.0,833.24,907.03,954.47,1000.0,1000.0,1000.0,954.47,907.03,833.24
4300.0,832.6,906.37,953.9,1000.0,1000.0,1000.0,953.9,906.37,832.6
4350.0,831.97,905.7,953.33,1000.0,1000.0,1000.0,953.33,905.7,831.97
4400.0,831.33,905.04,952.77,1000.0,1000.0,1000.0,952.77,905.04,831.33
4450.0,830.7,904.38,952.21,1000.0,1000.0,1000.0,952.21,904.38,830.7
4500.0,830.07,903.73,951.66,1000.0,1000.0,1000.0,951.66,903.73,830.07
4550.0,829.44,903.08,951.1,1000.0,1000.0,1000.0,951.1,903.08,829.44
4600.0,828.81,902.43,950.55,1000.0,1000.0,1000.0,950.55,902.43,828.81
4650.0,828.18,901.79,950.0,1000.0,1000.0,1000.0,950.0,901.79,828.18
4700.0,827.55,901.14,949.45,1000.0,1000.0,1000.0,949.45,901.14,827.55
4750.0,826.92,900.51,948.91,1000.0,1000.0,1000.0,948.91,900.51,826.92
4800.0,826.3,899.87,948.36,1000.0,1000.0,1000.0,948.36,899.87,826.3
4850.0,825.67,899.24,947.82,1000.0,1000.0,1000.0,947.82,899.24,825.67
4900.0,825.04,898.61,947.28,1000.0,1000.0,1000.0,947.28,898.61,825.04
4950.0,824.42,897.98,946.75,1000.0,1000.0,1000.0,946.75,897.98,824.42
5000.0,823.8,897.36,946.21,1000.0,1000.0,1000.0,946.21,897.36,823.8
5050.0,823.18,896.74,945.68,1000.0,1000.0,1000.0,945.68,896.74,823.18
5100.0,822.56,896.12,945.15,1000.0,1000.0,1000.0,945.15,896.12,822.56
5150.0,821.94,895.5,944.62,1000.0,1000.0,1000.0,944.62,895.5,821.94
5200.0,821.32,894.89,944.09,1000.0,1000.0,1000.0,944.09,894.89,821.32
5250.0,820.7,894.27,943.56,1000.0,1000.0,1000.0,943.56,894.27,820.7
5300.0,820.08,893.66,943.04,1000.0,1000.0,1000.0,943.04,893.66,820.08
5350.0,819.47,893.06,942.52,1000.0,1000.0,1000.0,942.52,893.06,819.47
5400.0,818.85,892.45,942.0,1000.0,1000.0,1000.0,942.0,892.45,818.85
5450.0,818.24,891.85,941.48,1000.0,1000.0,1000.0,941.48,891.85,818.24
5500.0,817.63,891.25,940.96,1000.0,1000.0,1000.0,940.96,891.25,817.63
5550.0,817.02,890.65,940.45,1000.0,1000.0,1000.0,940.45,890.65,817.02
5600.0,816.41,890.05,939.94,1000.0,1000.0,1000.0,939.94,890.05,816.41
5650.0,815.8,889.46,939.43,1000.0,1000.0,1000.0,939.43,889.46,815.8
5700.0,815.19,888.87,938.92,1000.0,1000.0,1000.0,938.92,888.87,815.19
5750.0,814.59,888.28,938.41,1000.0,1000.0,1000.0,938.41,888.28,814.59
5800.0,813.98,887.69,937.9,1000.0,1000.0,1000.0,937.9,887.69,813.98
5850.0,813.38,887.1,937.39,1000.0,1000.0,1000.0,937.39,887.1,813.38
5900.0,812.78,886.51,936.89,1000.0,1000.0,1000.0,936.89,886.51,812.78
5950.0,812.17,885.93,936.39,1000.0,1000.0,1000.0,936.39,885.93,812.17
6000.0,811.57,885.35,935.89,1000.0,1000.0,1000.0,935.89,885.35,811.57
6050.0,810.97,884.77,935.39,1000.0,1000.0,1000.0,935.39,884.77,810.97
6100.0,810.38,884.19,934.89,1000.0,1000.0,1000.0,934.89,884.19,810.38
6150.0,809.78,883.62,934.39,1000.0,1000.0,1000.0,934.39,883.62,809.78
6200.0,809.18,883.04,933.9,1000.0,1000.0,1000.0,933.9,883.04,809.18
6250.0,808.59,882.47,933.4,1000.0,1000.0,1000.0,933.4,882.47,808.59
6300.0,808.0,881.9,932.91,1000.0,1000.0,1000.0,932.91,881.9,808.0
6350.0,807.4,881.33,932.42,1000.0,1000.0,1000.0,932.42,881.33,807.4
6400.0,806.81,880.76,931.93,1000.0,1000.0,1000.0,931.93,880.76,806.81
6450.0,806.22,880.2,931.44,1000.0,1000.0,1000.0,931.44,880.2,806.22
6500.0,805.63,879.63,930.95,1000.0,1000.0,1000.0,930.95,879.63,805.63
6550.0,805.05,879.07,930.47,1000.0,1000.0,1000.0,930.47,879.07,805.05
6600.0,804.46,878.51,929.98,1000.0,1000.0,1000.0,929.98,878.51,804.46
6650.0,803.88,877.95,929.5,1000.0,1000.0,1000.0,929.5,877.95,803.88
6700.0,803.29,877.39,929.02,1000.0,1000.0,1000.0,929.02,877.39,803.29
6750.0,802.71,876.83,928.53,1000.0,1000.0,1000.0,928.53,876.83,802.71
6800.0,802.13,876.28,928.05,1000.0,1000.0,1000.0,928.05,876.28,802.13
6850.0,801.55,875.72,927.57,1000.0,1000.0,1000.0,927.57,875.72,801.55
6900.0,800.97,875.17,927.1,1000.0,1000.0,1000.0,927.1,875.17,800.97
6950.0,800.39,874.62,926.62,1000.0,1000.0,1000.0,926.62,874.62,800.39
7000.0,799.82,874.07,926.14,1000.0,1000.0,1000.0,926.14,874.07,799.82
7050.0,799.24,873.52,925.67,1000.0,1000.0,1000.0,925.67,873.52,799.24
7100.0,798.67,872.97,925.19,1000.0,1000.0,1000.0,925.19,872.97,798.67
7150.0,798.1,872.42,924.72,1000.0,1000.0,1000.0,924.72,872.42,798.1
7200.0,797.53,871.87,924.25,1000.0,1000.0,1000.0,924.25,871.87,797.53
7250.0,796.96,871.32,923.78,1000.0,1000.0,1000.0,923.78,871.32,796.96
7300.0,796.39,870.77,923.31,1000.0,1000.0,1000.0,923.31,870.77,796.39
7350.0,795.83,870.23,922.84,1000.0,1000.0,1000.0,922.84,870.23,795.83
7400.0,795.26,869.68,922.37,1000.0,1000.0,1000.0,922.37,869.68,795.26
7450.0,794.7,869.14,921.9,1000.0,1000.0,1000.0,921.9,869.14,794.7
7500.0,794.14,868.59,921.44,1000.0,1000.0,1000.0,921.44,868.59,794.14
7550.0,793.58,868.49,920.98,1000.0,1000.0,1000.0,920.98,868.49,793.58
7600.0,793.03,868.38,920.53,1000.0,1000.0,1000.0,920.53,868.38,793.03
7650.0,792.49,868.27,920.09,1000.0,1000.0,1000.0,920.09,868.27,792.49
7700.0,791.95,868.16,919.66,1000.0,1000.0,1000.0,919.66,868.16,791.95
7750.0,791.41,868.04,919.25,1000.0,1000.0,1000.0,919.25,868.04,791.41
7800.0,790.88,867.92,918.84,1000.0,1000.0,1000.0,918.84,867.92,790.88
7850.0,790.36,867.79,918.44,1000.0,1000.0,1000.0,918.44,867.79,790.36
7900.0,789.84,867.66,918.05,1000.0,1000.0,1000.0,918.05,867.66,789.84
7950.0,789.32,867.53,917.66,1000.0,1000.0,1000.0,917.66,867.53,789.32
8000.0,788.81,867.4,917.29,1000.0,1000.0,1000.0,917.29,867.4,788.81
8050.0,788.31,867.26,916.92,1000.0,1000.0,1000.0,916.92,867.26,788.31
8100.0,787.81,867.12,916.56,1000.0,1000.0,1000.0,916.56,867.12,787.81
8150.0,787.31,866.97,916.2,1000.0,1000.0,1000.0,916.2,866.97,787.31
8200.0,786.82,866.83,915.85,1000.0,1000.0,1000.0,915.85,866.83,786.82
8250.0,786.34,866.68,915.51,1000.0,1000.0,1000.0,915.51,866.68,786.34
8300.0,785.85,866.53,915.17,1000.0,1000.0,1000.0,915.17,866.53,785.85
8350.0,785.38,866.37,914.83,1000.0,1000.0,1000.0,914.83,866.37,785.38
8400.0,784.9,866.21,914.5,1000.0,1000.0,1000.0,914.5,866.21,784.9
8450.0,784.43,866.05,914.17,1000.0,1000.0,1000.0,914.17,866.05,784.43
8500.0,783.97,865.89,913.85,1000.0,1000.0,1000.0,913.85,865.89,783.97
8550.0,783.51,865.73,913.53,1000.0,1000.0,1000.0,913.53,865.73,783.51
8600.0,783.05,865.56,913.22,1000.0,1000.0,1000.0,913.22,865.56,783.05
8650.0,782.6,865.39,912.91,1000.0,1000.0,1000.0,912.91,865.39,782.6
8700.0,782.15,865.22,912.6,1000.0,1000.0,1000.0,912.6,865.22,782.15
8750.0,781.7,865.04,912.3,1000.0,1000.0,1000.0,912.3,865.04,781.7
8800.0,781.26,864.87,912.0,1000.0,1000.0,1000.0,912.0,864.87,781.26
8850.0,780.82,864.69,911.7,1000.0,1000.0,1000.0,911.7,864.69,780.82
8900.0,780.39,864.51,911.4,1000.0,1000.0,1000.0,911.4,864.51,780.39
8950.0,779.95,864.33,911.11,1000.0,1000.0,1000.0,911.11,864.33,779.95
9000.0,779.53,864.14,910.82,1000.0,1000.0,1000.0,910.82,864.14,779.53
9050.0,779.1,863.96,910.53,1000.0,1000.0,1000.0,910.53,863.96,779.1
9100.0,778.68,863.77,910.24,1000.0,1000.0,1000.0,910.24,863.77,778.68
9150.0,778.26,863.58,909.96,1000.0,1000.0,1000.0,909.96,863.58,778.26
9200.0,777.85,863.39,909.68,1000.0,1000.0,1000.0,909.68,863.39,777.85
9250.0,777.44,863.2,909.4,1000.0,1000.0,1000.0,909.4,863.2,777.44
9300.0,777.03,863.01,909.12,1000.0,1000.0,1000.0,909.12,863.01,777.03
9350.0,776.62,862.81,908.84,1000.0,1000.0,1000.0,908.84,862.81,776.62
9400.0,776.22,862.61,908.57,1000.0,1000.0,1000.0,908.57,862.61,776.22
9450.0,775.82,862.41,908.3,1000.0,1000.0,1000.0,908.3,862.41,775.82
9500.0,775.42,862.21,908.02,1000.0,1000.0,1000.0,908.02,862.21,775.42
9550.0,775.03,862.01,907.75,1000.0,1000.0,1000.0,907.75,862.01,775.03
9600.0,774.64,861.81,907.49,1000.0,1000.0,1000.0,907.49,861.81,774.64
9650.0,774.25,861.61,907.22,1000.0,1000.0,1000.0,907.22,861.61,774.25
9700.0,773.86,861.4,906.95,1000.0,1000.0,1000.0,906.95,861.4,773.86
9750.0,773.48,861.19,906.69,1000.0,1000.0,1000.0,906.69,861.19,773.48
9800.0,773.1,860.99,906.42,1000.0,1000.0,1000.0,906.42,860.99,773.1
9850.0,772.72,860.78,906.16,1000.0,1000.0,1000.0,906.16,860.78,772.72
9900.0,772.35,860.57,905.9,1000.0,1000.0,1000.0,905.9,860.57,772.35
9950.0,771.98,860.35,905.64,1000.0,1000.0,1000.0,905.64,860.35,771.98
10000.0,771.61,860.14,905.38,1000.0,1000.0,1000.0,905.38,860.14,771.61
